user_id,/,/features/mobile,/signup,/tutorial/intro,/tutorial/step-one,/tutorial/step-two,/tutorial/step-three,/tutorial/step-four,/tutorial/end,/about,/features/web,/features,/features/desktop,/pricing
4386,8,,18.0,12.0,7.0,16.0,11.0,20.0,4.0,,,,14.0,19.0
4387,10,,,,,,,,,,,,,
4388,6,,20.0,18.0,14.0,5.0,11.0,1.0,9.0,,9.0,16.0,,
4389,11,,18.0,19.0,10.0,15.0,15.0,12.0,19.0,,,,,
4390,1,,19.0,15.0,,,,,,,7.0,,,
4391,17,,9.0,5.0,13.0,4.0,13.0,13.0,2.0,,4.0,,,
4392,6,,2.0,3.0,10.0,18.0,15.0,19.0,2.0,,,,16.0,
4393,14,,18.0,13.0,2.0,3.0,9.0,15.0,,,,5.0,,19.0
4394,7,,,,,,,,,,,,,
4395,6,7.0,11.0,6.0,15.0,,,,,,,,,
4396,2,,2.0,,,,,,,,,1.0,,
4397,11,,,,,,,,,,,,,
4398,1,,9.0,7.0,13.0,8.0,16.0,14.0,16.0,,13.0,,17.0,
4399,15,,,,,,,,,,,,,
4400,17,2.0,7.0,13.0,,,,,,,2.0,15.0,4.0,
4401,11,,17.0,3.0,12.0,19.0,10.0,8.0,7.0,,,,,
4402,3,,,,,,,,,,,,,
4403,4,,,,,,,,,,,,,
4404,19,,4.0,,,,,,,,,,8.0,4.0
4405,19,1.0,,,,,,,,,,,,9.0
4406,19,,15.0,15.0,16.0,5.0,1.0,14.0,15.0,,,,,
4407,14,,17.0,11.0,17.0,13.0,13.0,7.0,14.0,,18.0,,20.0,
4408,19,,15.0,6.0,14.0,2.0,11.0,13.0,17.0,,,6.0,,
4409,8,,8.0,12.0,17.0,2.0,18.0,16.0,6.0,,11.0,,,
4410,12,,,,,,,,,,,,,
4411,8,,7.0,18.0,17.0,,,,,,,11.0,,
4412,1,3.0,17.0,4.0,15.0,19.0,13.0,3.0,1.0,,19.0,,,6.0
4413,15,,8.0,16.0,2.0,2.0,12.0,17.0,5.0,3.0,,,,8.0
4414,14,,7.0,8.0,3.0,16.0,5.0,13.0,,,6.0,,,
4415,1,,1.0,,,,,,,,1.0,,1.0,
4416,13,17.0,,,,,,,,,16.0,,,
4417,11,,5.0,18.0,1.0,1.0,,,,,,,,
4418,19,,,,,,,,,,,,,
4419,11,,14.0,15.0,17.0,,,,,,,,,
4420,20,,,,,,,,,,,,,
4421,2,,20.0,16.0,17.0,3.0,12.0,17.0,12.0,,1.0,9.0,,
4422,13,,,,,,,,,,16.0,,,
4423,2,5.0,5.0,20.0,9.0,17.0,16.0,13.0,14.0,,,,,15.0
4424,1,,,,,,,,,,,,,
4425,10,7.0,10.0,,,,,,,,9.0,,,
4426,4,17.0,8.0,5.0,9.0,5.0,4.0,7.0,2.0,,,,,
4427,10,1.0,18.0,,,,,,,,,,,
4428,10,,6.0,,,,,,,,10.0,,,1.0
4429,19,,11.0,,,,,,,,,,,
4430,11,,9.0,2.0,13.0,3.0,9.0,,,,,,9.0,12.0
4431,12,17.0,4.0,14.0,7.0,12.0,7.0,9.0,20.0,,6.0,13.0,3.0,5.0
4432,11,,,,,,,,,,,,,
4433,16,,,,,,,,,,,,,
4434,17,,,,,,,,,,,,,
4435,9,,,,,,,,,,,,,
4436,14,,16.0,,,,,,,,,,,
4437,2,,8.0,,,,,,,,,3.0,,
4438,13,,14.0,5.0,6.0,2.0,1.0,6.0,17.0,,,,,
4439,8,,4.0,15.0,1.0,10.0,11.0,15.0,3.0,,,,,
4440,12,,13.0,10.0,,,,,,,16.0,,,
4441,14,,16.0,18.0,13.0,3.0,,,,,,,,
4442,9,,16.0,8.0,6.0,12.0,20.0,19.0,3.0,,,,18.0,
4443,2,,14.0,15.0,,,,,,,,,,5.0
4444,1,,2.0,,,,,,,,2.0,2.0,,
4445,7,,9.0,19.0,13.0,7.0,20.0,,,,,,,
4446,14,,16.0,,,,,,,,,,,
4447,14,,7.0,14.0,2.0,4.0,2.0,1.0,16.0,,,,4.0,7.0
4448,13,,14.0,20.0,13.0,,,,,,,2.0,,
4449,1,,3.0,7.0,10.0,,,,,,,,,
4450,1,,,,,,,,,,,,,
4451,4,,1.0,,,,,,,,,,,
4452,11,,,,,,,,,,,,,
4453,2,,2.0,,,,,,,,,,2.0,1.0
4454,5,,7.0,11.0,,,,,,,,,,13.0
4455,18,,,,,,,,,,,,,
4456,2,,,,,,,,,,,,,
4457,10,16.0,18.0,5.0,11.0,9.0,10.0,20.0,8.0,,,6.0,17.0,
4458,18,,6.0,5.0,3.0,17.0,20.0,,,,3.0,,,
4459,11,,,,,,,,,,,,,
4460,1,,,,,,,,,,,,,
4461,18,,2.0,2.0,1.0,15.0,5.0,1.0,7.0,,,,,
4462,12,,6.0,18.0,9.0,,,,,,,,,
4463,4,,17.0,12.0,,,,,,,,,11.0,
4464,20,,1.0,7.0,18.0,6.0,4.0,15.0,18.0,,,,,
4465,16,,,,,,,,,,,,,
4466,18,,,,,,,,,,,,,
4467,1,1.0,2.0,,,,,,,,,,,
4468,15,,14.0,10.0,9.0,1.0,18.0,7.0,18.0,,,,17.0,
4469,11,14.0,,,,,,,,,,3.0,,
4470,10,,,,,,,,,,,,,
4471,19,,15.0,1.0,2.0,13.0,9.0,3.0,5.0,,,,18.0,
4472,17,,17.0,9.0,19.0,8.0,10.0,3.0,19.0,,11.0,,,3.0
4473,6,,12.0,4.0,1.0,11.0,11.0,2.0,19.0,,,,,
4474,18,,1.0,,,,,,,,17.0,,,
4475,14,,6.0,1.0,1.0,8.0,6.0,,,,,,17.0,
4476,1,,1.0,,,,,,,,,2.0,,
4477,17,15.0,12.0,,,,,,,,,,,
4478,1,,2.0,,,,,,,,,,2.0,1.0
4479,7,,12.0,,,,,,,,,,,
4480,11,5.0,19.0,17.0,9.0,,,,,,,,,5.0
4481,8,,4.0,2.0,,,,,,,,,,
4482,8,,,,,,,,,,,,,
4483,1,,,,,,,,,,,,,
4484,3,,,,,,,,,,,,,
4485,12,,2.0,2.0,18.0,8.0,,,,,,9.0,,
4486,13,,13.0,4.0,11.0,12.0,17.0,,,,,,,
4487,8,,,,,,,,,,,,,
4488,2,,2.0,,,,,,,,,2.0,,
4489,20,,3.0,,,,,,,,20.0,,,
4490,2,,,,,,,,,,,15.0,,
4491,6,5.0,14.0,,,,,,,,10.0,,16.0,
4492,13,1.0,7.0,7.0,5.0,,,,,,,,,
4493,18,,8.0,4.0,15.0,10.0,11.0,14.0,11.0,,6.0,,,
4494,8,,8.0,4.0,,,,,,,,,,14.0
4495,3,13.0,4.0,6.0,,,,,,,,16.0,,
4496,15,,16.0,4.0,,,,,,,3.0,,,
4497,10,,20.0,13.0,11.0,12.0,15.0,13.0,16.0,,,,,
4498,9,,7.0,10.0,12.0,17.0,12.0,16.0,15.0,9.0,,,,
4499,2,,16.0,17.0,,,,,,,,,18.0,
4500,11,,7.0,2.0,5.0,15.0,9.0,9.0,2.0,,,,,
4501,1,,,,,,,,,,,,,
4502,11,,11.0,,,,,,,14.0,5.0,,16.0,
4503,5,,5.0,3.0,6.0,10.0,,,,,,2.0,,
4504,18,7.0,20.0,14.0,10.0,4.0,2.0,8.0,12.0,,18.0,11.0,,
4505,10,,4.0,8.0,15.0,19.0,19.0,11.0,19.0,,,,,4.0
4506,17,,5.0,12.0,16.0,,,,,,,,,
4507,19,,19.0,10.0,19.0,4.0,3.0,16.0,19.0,,14.0,,20.0,
4508,2,,19.0,9.0,7.0,8.0,19.0,,,,,19.0,,12.0
4509,14,,12.0,,,,,,,,,,,
4510,2,,1.0,,,,,,,,,1.0,2.0,2.0
4511,12,,10.0,4.0,1.0,11.0,9.0,13.0,18.0,,,,,
4512,7,18.0,3.0,6.0,9.0,,,,,,,,,
4513,1,,1.0,,,,,,,,,,,
4514,2,,,,,,,,,,,,,
4515,19,,8.0,,,,,,,,,,18.0,
4516,18,,,,,,,,,,,,,
4517,7,,13.0,,,,,,,,,,,
4518,2,,9.0,8.0,10.0,8.0,6.0,17.0,15.0,,,,4.0,
4519,13,,20.0,13.0,6.0,16.0,11.0,17.0,17.0,,18.0,,13.0,
4520,2,,,,,,,,,19.0,,,,
4521,15,,,,,,,,,,,,,
4522,1,1.0,7.0,6.0,3.0,17.0,8.0,3.0,1.0,,,10.0,,
4523,6,,15.0,20.0,1.0,7.0,15.0,15.0,17.0,,,,,
4524,6,,14.0,19.0,8.0,,,,,,12.0,,,20.0
4525,17,15.0,12.0,2.0,3.0,19.0,16.0,1.0,15.0,,,,,
4526,18,,12.0,12.0,19.0,11.0,3.0,5.0,,,,,,
4527,1,,,,,,,,,,,,,
4528,4,16.0,14.0,4.0,,,,,,,17.0,12.0,19.0,
4529,9,,6.0,11.0,8.0,7.0,2.0,,,,,,,
4530,8,,10.0,2.0,,,,,,,,,,
4531,9,,,,,,,,,,,,,
4532,1,1.0,,,,,,,,,,,,
4533,15,5.0,12.0,,,,,,,,,,3.0,
4534,19,,8.0,18.0,15.0,17.0,,,,,,,,
4535,12,,,,,,,,,,,,,
4536,10,15.0,5.0,18.0,12.0,15.0,20.0,19.0,18.0,,,,,1.0
4537,15,2.0,6.0,16.0,2.0,2.0,11.0,2.0,14.0,1.0,,,,
4538,1,14.0,19.0,10.0,3.0,20.0,,,,,,,15.0,
4539,7,,,,,,,,,,,,,
4540,16,,6.0,19.0,,,,,,,,,,
4541,14,,7.0,2.0,,,,,,,9.0,19.0,,
4542,17,,,,,,,,,,,,,
4543,1,,,,,,,,,,,,,
4544,2,,,,,,,,,,,,,
4545,8,,5.0,7.0,9.0,7.0,15.0,8.0,16.0,,11.0,,,
4546,2,1.0,2.0,,,,,,,,,,,
4547,1,2.0,1.0,,,,,,,,,,,
4548,20,,8.0,2.0,10.0,1.0,14.0,5.0,10.0,,,,17.0,
4549,10,,6.0,15.0,,,,,,,,,,
4550,3,,14.0,18.0,19.0,13.0,20.0,10.0,20.0,,6.0,,9.0,
4551,18,,9.0,9.0,2.0,,,,,,,,,
4552,5,,3.0,17.0,14.0,20.0,11.0,6.0,6.0,,,16.0,11.0,
4553,4,3.0,7.0,15.0,13.0,14.0,,,,,,,,13.0
4554,19,8.0,14.0,11.0,16.0,12.0,,,,,12.0,,4.0,
4555,3,,,,,,,,,,,12.0,,
4556,4,,8.0,15.0,1.0,19.0,8.0,2.0,20.0,,17.0,,,
4557,11,2.0,10.0,5.0,9.0,6.0,4.0,14.0,18.0,,20.0,,,
4558,16,,15.0,7.0,,,,,,,16.0,,,
4559,20,,7.0,20.0,17.0,20.0,20.0,2.0,13.0,,,,,
4560,12,,,,,,,,,,,,,
4561,10,,,,,,,,,,,,,
4562,4,,18.0,2.0,16.0,7.0,,,,,,8.0,17.0,
4563,1,,2.0,,,,,,,,1.0,2.0,,
4564,19,,,,,,,,,,,,,
4565,1,,,,,,,,,,,,,
4566,5,,,,,,,,,,,,,
4567,11,,,,,,,,,,,,,
4568,11,,13.0,,,,,,,,,,,
4569,19,8.0,8.0,9.0,18.0,,,,,,1.0,,,
4570,15,2.0,15.0,15.0,,,,,,,,12.0,,
4571,4,11.0,8.0,,,,,,,,,,,
4572,3,,,,,,,,,,,,,
4573,15,4.0,6.0,17.0,,,,,,,,,,
4574,10,,,,,,,,,,,,,
4575,13,,1.0,4.0,9.0,9.0,20.0,9.0,,18.0,,18.0,,11.0
4576,9,17.0,3.0,,,,,,,,2.0,,,
4577,2,,11.0,,,,,,,,,,,15.0
4578,11,,3.0,9.0,13.0,16.0,,,,,,,7.0,
4579,16,,1.0,,,,,,,,,,,
4580,2,,,,,,,,,,,,,
4581,15,9.0,10.0,7.0,16.0,18.0,10.0,4.0,15.0,,,,,
4582,4,,13.0,8.0,17.0,,,,,,11.0,,,
4583,12,2.0,5.0,17.0,3.0,,,,,,,11.0,18.0,
4584,10,,10.0,9.0,7.0,6.0,15.0,19.0,6.0,,,,,
4585,15,1.0,10.0,5.0,7.0,1.0,19.0,16.0,3.0,,,9.0,,
4586,17,,7.0,1.0,17.0,5.0,8.0,20.0,4.0,6.0,,,,
4587,12,8.0,15.0,,,,,,,,,,1.0,
4588,1,,,,,,,,,1.0,,2.0,,
4589,14,20.0,1.0,4.0,7.0,13.0,20.0,17.0,2.0,7.0,16.0,,15.0,
4590,4,12.0,,,,,,,,,,,,
4591,12,,4.0,3.0,,,,,,,,,13.0,
4592,2,2.0,,,,,,,,,,,2.0,
4593,14,,15.0,2.0,8.0,5.0,11.0,,,,,,2.0,
4594,14,,4.0,5.0,13.0,,,,,,,,14.0,3.0
4595,20,,,,,,,,,,,,,
4596,12,,,,,,,,,,,,,
4597,17,10.0,2.0,11.0,10.0,5.0,7.0,8.0,16.0,,,,,
4598,11,,4.0,2.0,15.0,4.0,20.0,1.0,10.0,6.0,,10.0,,
4599,13,,,,,,,,,,,,,
4600,8,20.0,4.0,17.0,7.0,2.0,11.0,,,,,,,
4601,13,,4.0,17.0,9.0,7.0,4.0,13.0,2.0,,,,,
4602,3,,,,,,,,,,,,,
4603,1,,1.0,,,,,,,,1.0,1.0,,
4604,15,,15.0,13.0,14.0,11.0,,,,,,,,
4605,8,19.0,16.0,10.0,6.0,19.0,,,,,,,,
4606,2,17.0,5.0,6.0,,,,,,,3.0,,,
4607,19,,,,,,,,,,,,,
4608,14,,,,,,,,,,,,,
4609,1,,2.0,,,,,,,,2.0,2.0,,
4610,5,,20.0,6.0,1.0,,,,,1.0,,,,11.0
4611,8,,16.0,18.0,18.0,,,,,,,,,
4612,5,,10.0,19.0,8.0,6.0,,,,,,,18.0,
4613,13,,,,,,,,,,,,,
4614,8,,3.0,,,,,,,,11.0,,,
4615,7,11.0,10.0,17.0,,,,,,,,,,
4616,4,,4.0,17.0,10.0,17.0,2.0,20.0,7.0,2.0,,18.0,15.0,
4617,14,,5.0,3.0,2.0,3.0,4.0,1.0,12.0,,,,,
4618,17,,,,,,,,,,,,,
4619,20,,,,,,,,,,,,,
4620,13,,3.0,17.0,12.0,,,,,,,,,
4621,6,,3.0,1.0,19.0,5.0,19.0,5.0,1.0,,13.0,14.0,,
4622,12,18.0,,,,,,,,,,,,
4623,11,6.0,5.0,12.0,7.0,14.0,15.0,,,,11.0,,,
4624,1,,4.0,,,,,,,,,7.0,,
4625,13,,,,,,,,,,,,,
4626,17,,7.0,8.0,4.0,7.0,,,,,17.0,,,
4627,20,,,,,,,,,,,,,
4628,18,,4.0,,,,,,,,3.0,,,
4629,5,,18.0,7.0,8.0,11.0,10.0,20.0,8.0,,,,,
4630,7,,,,,,,,,,,19.0,,8.0
4631,9,2.0,,,,,,,,,,,,
4632,6,5.0,8.0,5.0,11.0,,,,,,,,11.0,
4633,3,,,,,,,,,,,,,
4634,2,,9.0,10.0,12.0,15.0,7.0,3.0,20.0,,13.0,,20.0,
4635,14,,18.0,16.0,12.0,20.0,18.0,11.0,11.0,17.0,,,,
4636,5,,,,,,,,,,,,,
4637,1,,1.0,,,,,,,,1.0,,,
4638,15,,17.0,5.0,2.0,2.0,4.0,12.0,6.0,14.0,,,20.0,
4639,8,,,,,,,,,4.0,,2.0,,
4640,14,,,,,,,,,,,,,
4641,4,11.0,15.0,6.0,6.0,11.0,8.0,12.0,,,,,,
4642,14,,,,,,,,,,,,,
4643,2,,1.0,,,,,,,,,,2.0,
4644,16,,10.0,16.0,,,,,,,10.0,,,
4645,10,,10.0,2.0,13.0,3.0,12.0,6.0,17.0,,,,9.0,
4646,1,,11.0,19.0,20.0,10.0,,,,,11.0,14.0,,
4647,18,,,,,,,,,,,,,
4648,1,,1.0,,,,,,,,,1.0,,
4649,1,,,,,,,,,1.0,,2.0,,
4650,16,,,,,,,,,,,,,
4651,3,,13.0,1.0,7.0,10.0,18.0,18.0,6.0,,8.0,15.0,,17.0
4652,14,,3.0,10.0,4.0,,,,,,18.0,,,
4653,7,,19.0,18.0,1.0,3.0,5.0,4.0,7.0,,2.0,1.0,,
4654,6,,17.0,20.0,,,,,,,14.0,9.0,,
4655,20,,,,,,,,,,,,,
4656,15,,,,,,,,,,,,,
4657,11,,7.0,12.0,20.0,8.0,6.0,11.0,2.0,,17.0,,,19.0
4658,16,,7.0,10.0,,,,,,,,,,
4659,8,,7.0,,,,,,,,16.0,,2.0,
4660,17,16.0,13.0,12.0,20.0,5.0,19.0,9.0,1.0,,,5.0,,
4661,3,5.0,,,,,,,,,,,,
4662,3,,11.0,,,,,,,,17.0,,13.0,
4663,19,,,,,,,,,,,9.0,5.0,
4664,5,,6.0,2.0,9.0,12.0,20.0,1.0,9.0,,,,,
4665,15,,15.0,13.0,15.0,10.0,6.0,11.0,11.0,,11.0,14.0,,
4666,12,,20.0,,,,,,,,8.0,,,
4667,10,,,,,,,,,,,,,
4668,16,,11.0,,,,,,,,,11.0,,
4669,11,13.0,18.0,8.0,15.0,,,,,,,,,
4670,4,,2.0,14.0,9.0,10.0,12.0,,,,,,,
4671,2,,12.0,14.0,1.0,18.0,13.0,2.0,3.0,,,,,
4672,2,,,,,,,,,,,,,
4673,14,,,,,,,,,,,,,
4674,18,,1.0,,,,,,,,,,,4.0
4675,12,,18.0,18.0,14.0,15.0,10.0,15.0,8.0,,,16.0,,
4676,1,,1.0,,,,,,,,,,1.0,
4677,9,,,,,,,,,,,,,
4678,19,,1.0,13.0,6.0,8.0,3.0,16.0,5.0,,12.0,,6.0,
4679,1,,10.0,4.0,8.0,18.0,19.0,6.0,16.0,,5.0,10.0,,
4680,10,16.0,3.0,9.0,18.0,7.0,18.0,5.0,13.0,,,,,
4681,18,8.0,20.0,1.0,20.0,20.0,6.0,4.0,,,,,,
4682,11,,,,,,,,,,,,,
4683,19,,10.0,19.0,10.0,14.0,7.0,18.0,,,,19.0,,
4684,8,,,,,,,,,,,,,
4685,10,,16.0,3.0,13.0,,,,,,,,12.0,
4686,1,,,,,,,,,,,,,
4687,9,,,,,,,,,,,,,
4688,1,1.0,,,,,,,,,,,,
4689,10,,,,,,,,,,,,,
4690,7,,12.0,19.0,11.0,1.0,7.0,12.0,3.0,5.0,,17.0,,
4691,20,13.0,5.0,15.0,12.0,7.0,4.0,,,,,,,
4692,10,,1.0,3.0,16.0,17.0,17.0,,,,,,10.0,
4693,8,,,,,,,,,,,,,
4694,10,3.0,18.0,20.0,4.0,4.0,13.0,10.0,4.0,,13.0,,18.0,
4695,14,,6.0,3.0,14.0,13.0,14.0,,,,,,,
4696,15,11.0,15.0,18.0,2.0,20.0,2.0,,,,,,12.0,
4697,1,,4.0,,,,,,,,,,,
4698,17,3.0,17.0,15.0,,,,,,,,,,
4699,13,16.0,8.0,7.0,8.0,,,,,,6.0,,,13.0
4700,17,,1.0,9.0,10.0,,,,,,11.0,19.0,,
4701,2,2.0,,,,,,,,,,,,
4702,10,,,,,,,,,,,,,
4703,5,,9.0,1.0,13.0,4.0,14.0,8.0,,,,,9.0,
4704,3,,20.0,3.0,5.0,14.0,16.0,13.0,16.0,,,,,
4705,17,,6.0,,,,,,,,,2.0,8.0,3.0
4706,20,,16.0,,,,,,,,,,20.0,
4707,7,,,,,,,,,,,,,
4708,11,7.0,3.0,16.0,19.0,5.0,13.0,,,,5.0,,,
4709,2,,1.0,,,,,,,,,,2.0,
4710,10,18.0,4.0,12.0,6.0,14.0,17.0,11.0,2.0,,,4.0,,
4711,5,,,,,,,,,,,,,
4712,15,,9.0,,,,,,,,,10.0,,11.0
4713,19,,1.0,11.0,6.0,3.0,17.0,1.0,6.0,,5.0,,,
4714,8,,16.0,4.0,20.0,7.0,7.0,,,,,,,
4715,14,18.0,4.0,,,,,,,,,,,
4716,20,8.0,,,,,,,,,2.0,,,
4717,19,13.0,6.0,7.0,,,,,,,7.0,,19.0,
4718,10,,,,,,,,,,,,,
4719,10,,12.0,13.0,10.0,10.0,20.0,17.0,12.0,5.0,,,1.0,
4720,2,,1.0,13.0,16.0,,,,,,,,,
4721,19,,9.0,5.0,,,,,,,,13.0,,
4722,9,,19.0,12.0,10.0,12.0,9.0,5.0,13.0,,,,,
4723,10,8.0,5.0,13.0,6.0,3.0,8.0,8.0,1.0,9.0,,,,
4724,14,,14.0,2.0,11.0,2.0,12.0,9.0,8.0,,18.0,,,
4725,17,,,,,,,,,,,14.0,,
4726,4,,14.0,9.0,19.0,3.0,20.0,2.0,11.0,,,18.0,,
4727,16,10.0,5.0,9.0,15.0,,,,,,3.0,1.0,,2.0
4728,4,,,,,,,,,,,,,
4729,2,,1.0,9.0,3.0,12.0,7.0,3.0,4.0,,,,,
4730,9,19.0,20.0,,,,,,,,18.0,,11.0,
4731,1,5.0,17.0,14.0,19.0,9.0,8.0,8.0,17.0,,,,14.0,
4732,9,2.0,5.0,5.0,4.0,10.0,15.0,,,,20.0,,15.0,
4733,20,18.0,1.0,11.0,,,,,,,,,,
4734,10,,2.0,,,,,,,,15.0,16.0,,
4735,3,,8.0,17.0,19.0,4.0,17.0,4.0,8.0,,,15.0,,
4736,7,,5.0,11.0,6.0,,,,,,,,18.0,
4737,10,,16.0,,,,,,,,,,6.0,
4738,17,,14.0,5.0,,,,,,,14.0,,,
4739,3,,,,,,,,,7.0,,1.0,,
4740,13,16.0,12.0,,,,,,,,,,,16.0
4741,10,,5.0,9.0,7.0,17.0,10.0,20.0,6.0,,10.0,,,
4742,16,3.0,13.0,,,,,,,,,,13.0,
4743,3,,,,,,,,,,,,,
4744,7,,11.0,2.0,7.0,2.0,18.0,19.0,3.0,,,,,
4745,1,1.0,1.0,,,,,,,1.0,,,,
4746,7,2.0,4.0,10.0,12.0,9.0,6.0,,,,14.0,9.0,15.0,
4747,13,,,,,,,,,,,,,
4748,7,,12.0,,,,,,,,2.0,,,
4749,14,,,,,,,,,,,,,
4750,9,,,,,,,,,,,,,
4751,1,,1.0,18.0,,,,,,,17.0,,,
4752,18,,15.0,,,,,,,,,11.0,,
4753,1,15.0,1.0,16.0,13.0,16.0,4.0,11.0,16.0,,2.0,,,
4754,1,,13.0,9.0,,,,,,,10.0,,,
4755,18,,5.0,11.0,17.0,,,,,,,,,
4756,18,1.0,,,,,,,,,,5.0,,14.0
4757,10,,6.0,5.0,5.0,17.0,14.0,11.0,11.0,,,,,
4758,1,,2.0,,,,,,,,2.0,,2.0,
4759,3,,,,,,,,,,,,,
4760,11,,17.0,14.0,11.0,,,,,,,,19.0,
4761,15,19.0,20.0,12.0,19.0,,,,,7.0,19.0,,,
4762,2,2.0,1.0,,,,,,,,,,2.0,
4763,17,17.0,15.0,15.0,11.0,,,,,,13.0,,3.0,
4764,10,,4.0,,,,,,,,,,19.0,
4765,4,2.0,13.0,,,,,,,,16.0,,5.0,
4766,14,,12.0,18.0,6.0,11.0,5.0,4.0,16.0,,,,,
4767,14,2.0,16.0,14.0,19.0,,,,,,,,,
4768,5,3.0,13.0,14.0,17.0,8.0,11.0,11.0,4.0,,9.0,3.0,,
4769,11,,18.0,3.0,9.0,12.0,17.0,9.0,17.0,,,,,14.0
4770,8,11.0,7.0,20.0,9.0,3.0,,,,,,,14.0,
4771,14,,6.0,20.0,7.0,10.0,6.0,19.0,20.0,18.0,,4.0,9.0,
4772,2,,14.0,16.0,6.0,5.0,5.0,14.0,16.0,,6.0,,3.0,13.0
4773,8,,,,,,,,,,,,,
4774,5,,,,,,,,,,,,,
4775,1,14.0,7.0,6.0,,,,,,,,,17.0,
4776,19,,18.0,4.0,6.0,17.0,20.0,13.0,2.0,,,,16.0,
4777,19,,10.0,,,,,,,19.0,,,,
4778,19,,8.0,11.0,16.0,3.0,6.0,4.0,5.0,,,,7.0,
4779,2,,,,,,,,,,,,,
4780,11,8.0,13.0,1.0,16.0,14.0,5.0,19.0,3.0,,,7.0,11.0,
4781,17,5.0,14.0,16.0,17.0,,,,,,,,10.0,
4782,2,,2.0,,,,,,,,,,,
4783,4,,7.0,15.0,1.0,18.0,14.0,18.0,4.0,,,,,
4784,1,,11.0,20.0,18.0,4.0,14.0,19.0,11.0,,5.0,,,
4785,5,,18.0,2.0,,,,,,,,3.0,,
4786,4,,,,,,,,,,,,,
4787,6,,5.0,16.0,3.0,15.0,17.0,12.0,5.0,,6.0,,,
4788,2,,,,,,,,,,,,17.0,
4789,17,,4.0,1.0,4.0,20.0,2.0,4.0,13.0,,,,,
4790,7,,11.0,1.0,10.0,14.0,,,,,,,6.0,
4791,2,,,,,,,,,,,,,
4792,8,,12.0,,,,,,,,,,,
4793,17,,5.0,7.0,9.0,2.0,15.0,4.0,15.0,2.0,,,,16.0
4794,20,,17.0,,,,,,,,,,,
4795,2,,15.0,1.0,3.0,19.0,,,,,5.0,,,
4796,12,,,,,,,,,,,,,
4797,15,,9.0,20.0,8.0,,,,,,17.0,4.0,13.0,
4798,15,,3.0,10.0,4.0,,,,,,8.0,,18.0,
4799,14,,,,,,,,,,,,,
4800,8,,,,,,,,,,,,,
4801,19,,2.0,18.0,,,,,,,,18.0,,
4802,4,19.0,12.0,10.0,15.0,15.0,3.0,20.0,5.0,,,17.0,,
4803,5,,,,,,,,,,,,,
4804,2,,4.0,13.0,,,,,,,,,12.0,
4805,17,,7.0,18.0,10.0,6.0,,,,,,,10.0,
4806,2,,2.0,,,,,,,,,,,
4807,10,,10.0,13.0,19.0,20.0,,,,,,,,
4808,8,,19.0,,,,,,,,,,,
4809,16,,,,,,,,,,,,,
4810,2,1.0,1.0,,,,,,,2.0,,,,
4811,9,,,,,,,,,,,,,
4812,5,,12.0,10.0,,,,,,,,,,
4813,8,,,,,,,,,,,,,
4814,20,,20.0,9.0,,,,,,,,,,1.0
4815,17,14.0,15.0,12.0,11.0,16.0,14.0,5.0,7.0,,15.0,,,
4816,20,9.0,11.0,19.0,19.0,8.0,13.0,12.0,6.0,,19.0,,19.0,
4817,19,,1.0,20.0,12.0,17.0,14.0,14.0,,,,,,
4818,19,,11.0,20.0,20.0,5.0,12.0,,,,,,,
4819,19,12.0,7.0,14.0,2.0,6.0,11.0,,,,15.0,10.0,,
4820,11,,,,,,,,,,,,,
4821,6,,,,,,,,,,,,,
4822,13,,15.0,,,,,,,,,,8.0,
4823,18,7.0,17.0,8.0,4.0,,,,,,7.0,3.0,,
4824,12,,,,,,,,,,,,,
4825,20,20.0,,,,,,,,,,,15.0,
4826,16,,10.0,19.0,3.0,10.0,14.0,1.0,1.0,,18.0,1.0,9.0,
4827,17,8.0,6.0,13.0,14.0,8.0,7.0,9.0,13.0,,3.0,,15.0,
4828,13,,4.0,,,,,,,,,,4.0,
4829,2,,7.0,13.0,13.0,20.0,12.0,18.0,,,7.0,,,
4830,1,,,,,,,,,,,,,
4831,10,,1.0,19.0,10.0,2.0,8.0,12.0,12.0,,,6.0,,
4832,16,,,,,,,,,,,,,
4833,1,,2.0,,,,,,,,,,,
4834,2,,,,,,,,,,,,,
4835,2,,1.0,12.0,,,,,,,,14.0,,
4836,13,,14.0,7.0,5.0,8.0,12.0,,,,,7.0,,
4837,10,6.0,12.0,15.0,,,,,,,6.0,,,
4838,11,,,,,,,,,,,,,
4839,1,,6.0,1.0,13.0,6.0,2.0,10.0,5.0,,,12.0,,
4840,7,,11.0,8.0,4.0,2.0,3.0,,,,,11.0,,
4841,1,,2.0,,,,,,,,2.0,,,
4842,17,13.0,14.0,15.0,,,,,,,,,,
4843,15,7.0,15.0,3.0,11.0,16.0,1.0,9.0,16.0,,,,,
4844,5,,13.0,16.0,18.0,8.0,1.0,3.0,18.0,,,,7.0,
4845,9,,10.0,18.0,20.0,12.0,,,,,,,20.0,
4846,19,,3.0,4.0,3.0,3.0,15.0,7.0,20.0,,9.0,,,
4847,11,,16.0,13.0,14.0,,,,,,,,12.0,
4848,20,,13.0,,,,,,,,,,16.0,
4849,3,,1.0,1.0,2.0,6.0,5.0,17.0,16.0,,,,,
4850,17,,9.0,9.0,6.0,12.0,10.0,4.0,10.0,,,,1.0,
